gene_index_978	pr_gene_id	gene_symbol	signed_log2fc	direction	n_pairs	n_probes	comparison	role
0	5720	PSME1	0.4173075155	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
1	466	ATF1	0.4787563849	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
2	6009	RHEB	0.7568057469	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
3	2309	FOXO3	0.05537442715	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
4	387	RHOA	0.06113951504	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
5	3553	IL1B	1.789082669	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
6	427	ASAH1	0.1624892602	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
7	5898	RALA	0.2680332645	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
8	23365	ARHGEF12	-0.2056362836	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
9	6657	SOX2	0.009196605548	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
10	5054	SERPINE1	1.049873754	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
11	3108	HLA-DMA	-0.639430355	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
12	1950	EGF	-0.09383651478	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
13	351	APP	-0.03332225675	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
14	4846	NOS3	0.690343859	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
15	1452	CSNK1A1	0.2513593104	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
16	4776	NFATC4	-0.1142049329	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
17	6908	TBP	0.5759586211	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
18	672	BRCA1	1.344156541	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
20	2115	ETV1	-0.0294839137	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
23	2185	PTK2B	-0.2571531307	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
24	3315	HSPB1	-0.2657352279	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
25	5289	PIK3C3	0.07926816452	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
26	868	CBLB	0.225474921	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
27	1677	DFFB	0.810814472	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
28	7043	TGFB3	-0.02186540725	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
29	5613	PRKX	0.4725576258	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
30	595	CCND1	1.361009993	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
31	4793	NFKBIB	0.4834956486	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
32	2736	GLI2	0.004148021973	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
33	5290	PIK3CA	0.1270044227	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
34	6194	RPS6	0.7247367734	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
35	1676	DFFA	0.3682434078	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
36	23512	SUZ12	0.8225322277	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
37	148022	TICAM1	-0.01638817322	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
38	1906	EDN1	0.2478918431	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
39	8878	SQSTM1	0.4202856839	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
40	3091	HIF1A	0.6611429852	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
41	5743	PTGS2	1.11107118	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
42	5321	PLA2G4A	-0.03380073904	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
43	4144	MAT2A	0.5983508446	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
44	1981	EIF4G1	0.05313215008	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
45	695	BTK	-0.7390811502	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
46	10398	MYL9	-1.368387452	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
47	5708	PSMD2	0.4091822662	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
48	1213	CLTC	0.2467030631	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
49	226	ALDOA	0.05613134364	up	30	4	tumor_vs_normal	CRC_DISEASE_SIGNATURE
50	6777	STAT5B	0.1098289195	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
51	2113	ETS1	0.08117119232	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
52	3329	HSPD1	0.3246178573	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
53	1050	CEBPA	0.2136581688	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
54	9491	PSMF1	0.2723937242	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
55	22926	ATF6	0.4895404692	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
56	5899	RALB	-0.1404471937	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
57	5467	PPARD	-0.02306702335	down	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
58	6774	STAT3	0.1969728386	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
59	1788	DNMT3A	0.02937767957	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
60	5921	RASA1	0.09005990238	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
61	5721	PSME2	0.6406517412	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
63	808	CALM3	-0.05240727047	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
64	30001	ERO1A	1.365896748	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
65	348	APOE	-0.6636859971	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
66	30849	PIK3R4	0.6089579361	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
67	1454	CSNK1E	0.4862432638	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
68	6500	SKP1	0.1785458857	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
69	5627	PROS1	0.05409274073	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
70	5715	PSMD9	0.04069348895	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
71	4791	NFKB2	0.3720772499	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
72	56924	PAK6	0.7793637512	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
73	2690	GHR	-1.535124912	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
74	1019	CDK4	1.970404409	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
75	51422	PRKAG2	-0.3038680996	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
76	5788	PTPRC	0.0332802789	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
77	6709	SPTAN1	0.05819756677	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
78	1277	COL1A1	2.053032518	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
79	993	CDC25A	1.128412872	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
80	7157	TP53	0.2899896181	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
81	1958	EGR1	-0.1266549662	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
82	4582	MUC1	-0.005702511784	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
83	9212	AURKB	1.966904873	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
85	6790	AURKA	2.638990763	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
86	8851	CDK5R1	0.542076027	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
87	2534	FYN	-0.03883116236	down	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
88	4893	NRAS	0.5963989122	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
89	665	BNIP3L	0.3040167752	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
90	4313	MMP2	0.1180062009	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
91	1022	CDK7	1.356688734	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
92	5880	RAC2	-0.213141612	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
93	3162	HMOX1	-1.077462966	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
94	1282	COL4A1	1.343914409	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
95	3383	ICAM1	0.2056240319	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
96	727	C5	0.09390722323	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
97	4792	NFKBIA	-0.190958739	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
98	4794	NFKBIE	0.3258096776	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
99	902	CCNH	0.7223982645	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
100	8091	HMGA2	0.103510587	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
101	3486	IGFBP3	-0.3150909382	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
102	10818	FRS2	0.02663481664	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
103	3454	IFNAR1	-0.28213614	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
104	4282	MIF	1.769218293	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
105	1605	DAG1	0.4196417226	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
106	10644	IGF2BP2	0.3990285937	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
107	2065	ERBB3	0.0553472725	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
108	8321	FZD1	-0.5353641717	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
109	8503	PIK3R3	0.05467576965	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
110	7027	TFDP1	1.81182557	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
111	6850	SYK	0.2186937138	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
112	1978	EIF4EBP1	0.9172895652	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
113	896	CCND3	-0.03325776225	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
114	5777	PTPN6	0.1084120567	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
115	1846	DUSP4	0.5085301532	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
116	5925	RB1	0.474888562	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
117	142	PARP1	0.8116829668	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
118	1021	CDK6	1.174979119	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
119	5699	PSMB10	-0.03362677117	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
120	8061	FOSL1	0.9581526706	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
121	1870	E2F2	-0.09602468868	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
122	1398	CRK	-0.3580493525	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
123	3312	HSPA8	0.916083626	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
124	891	CCNB1	2.461068254	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
125	4775	NFATC3	0.2493283447	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
126	5111	PCNA	0.3783280061	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
127	5696	PSMB8	0.3781338609	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
128	5588	PRKCQ	-0.05381107853	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
129	6839	SUV39H1	1.382038205	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
130	329	BIRC2	0.04359432072	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
131	5058	PAK1	0.02777972945	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
132	998	CDC42	-0.01439210036	down	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
133	9134	CCNE2	0.3766587571	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
134	6616	SNAP25	-0.6449092867	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
136	4690	NCK1	0.02606808044	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
137	958	CD40	0.0316445529	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
138	1616	DAXX	0.3084795538	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
139	991	CDC20	2.867798404	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
140	6347	CCL2	-0.207282861	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
141	6714	SRC	0.1288249078	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
142	652	BMP4	0.4562484189	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
143	4331	MNAT1	1.138388576	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
144	7099	TLR4	-0.1452899442	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
145	10320	IKZF1	-0.6103324085	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
146	2042	EPHA3	0.01692221075	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
147	843	CASP10	0.0265535249	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
148	840	CASP7	-0.5221665557	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
149	7048	TGFBR2	0.1048879233	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
150	4851	NOTCH1	1.156364785	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
151	6464	SHC1	0.141633324	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
152	23410	SIRT3	0.04847557353	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
153	54205	CYCS	-0.5119855051	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
154	2770	GNAI1	-0.4020854565	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
155	80204	FBXO11	0.2176660069	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
156	4208	MEF2C	-0.8049659665	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
157	1845	DUSP3	-0.5129465414	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
158	23368	PPP1R13B	-0.4397369681	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
159	5583	PRKCH	-0.1183197757	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
160	8900	CCNA1	-0.01854328905	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
161	581	BAX	0.04614692824	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
162	6193	RPS5	1.197722693	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
163	6622	SNCA	-0.4019430354	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
164	11261	CHP1	-0.6191327399	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
165	6696	SPP1	1.068139989	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
166	8312	AXIN1	0.5594194311	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
167	835	CASP2	1.141712476	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
168	8324	FZD7	-0.1239135563	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
169	1848	DUSP6	0.3501779662	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
170	154	ADRB2	-0.5624636097	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
171	4312	MMP1	3.939892845	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
172	994	CDC25B	1.775644022	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
173	2048	EPHB2	1.564423272	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
174	1111	CHEK1	1.966913516	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
176	2920	CXCL2	2.923883799	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
177	3122	HLA-DRA	-0.7768060307	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
178	2769	GNA15	0.6076375669	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
179	5900	RALGDS	-0.08011046927	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
180	6304	SATB1	-0.01560530386	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
181	5211	PFKL	0.03484276025	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
182	2886	GRB7	0.445472456	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
183	9261	MAPKAPK2	0.1947119718	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
184	8569	MKNK1	-0.1640904624	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
185	3303	HSPA1A	-0.195614332	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
186	5331	PLCB3	0.1869292636	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
187	5347	PLK1	0.8556530662	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
188	4638	MYLK	-1.862465151	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
189	2264	FGFR4	1.503363093	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
190	1029	CDKN2A	0.1071413898	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
191	1027	CDKN1B	0.6787336064	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
192	2597	GAPDH	1.013180317	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
193	55847	CISD1	0.5365797118	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
194	25803	SPDEF	-0.0006484023092	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
195	3480	IGF1R	0.07705595776	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
196	2946	GSTM2	-0.6657234293	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
197	9517	SPTLC2	0.2577188293	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
198	25987	TSKU	0.05021656402	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
199	23670	TMEM2	0.3114983334	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
200	11182	SLC2A6	-0.2127111708	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
201	2146	EZH2	1.481436506	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
202	3385	ICAM3	-0.5360087676	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
203	5261	PHKG2	0.4180487622	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
204	10765	KDM5B	0.5485773975	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
205	25839	COG4	0.2865738947	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
206	4172	MCM3	1.667031033	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
207	23161	SNX13	0.3146041227	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
208	10298	PAK4	0.01590903244	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
209	1802	DPH2	0.9843788453	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
210	58533	SNX6	0.05877980521	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
211	147179	WIPF2	-0.2568566897	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
212	29937	NENF	0.5903152517	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
213	6184	RPN1	0.6563594792	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
214	9854	C2CD2L	-0.4001798849	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
215	2553	GABPB1	1.02350284	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
216	5440	POLR2K	0.3035302353	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
217	54623	PAF1	0.2724111367	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
218	9533	POLR1C	2.133948688	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
219	8607	RUVBL1	1.552866173	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
220	207	AKT1	0.2729013144	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
221	26054	SENP6	0.3681124095	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
222	10682	EBP	1.016575971	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
223	8573	CASK	1.250310358	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
224	23378	RRP8	0.60801659	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
225	8553	BHLHE40	1.445530903	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
226	622	BDH1	0.005879922937	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
227	9467	SH3BP5	0.003162491327	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
228	5525	PPP2R5A	-0.1215507065	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
229	256364	EML3	0.07601823733	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
230	332	BIRC5	0.4519412409	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
231	2058	EPRS	1.136273167	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
232	7849	PAX8	0.04591290208	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
234	7494	XBP1	0.7116999819	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
235	4836	NMT1	0.2958527007	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
236	23647	ARFIP2	0.01802170892	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
237	10617	STAMBP	0.2797884652	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
238	2184	FAH	0.4972155669	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
239	5355	PLP2	1.293571675	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
240	6659	SOX4	2.193094582	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
241	7016	TESK1	-0.04902428538	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
242	90861	HN1L	0.3940387845	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
243	10670	RRAGA	0.3038595622	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
244	79071	ELOVL6	-0.1416876132	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
245	64746	ACBD3	0.7195911699	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
246	5366	PMAIP1	0.8318469721	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
247	11344	TWF2	-0.002361298555	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
248	10013	HDAC6	0.1878226161	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
249	5829	PXN	-0.111447268	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
250	5257	PHKB	0.1075417397	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
251	22794	CASC3	0.4272085131	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
252	9761	MLEC	1.125633392	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
254	10972	TMED10	0.09102727766	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
255	10523	CHERP	0.6214327033	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
256	79090	TRAPPC6A	0.391034297	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
257	27032	ATP2C1	0.6708508613	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
258	9097	USP14	0.128913202	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
259	10513	APPBP2	-0.0462470149	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
260	1891	ECH1	-0.3156518563	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
261	3066	HDAC2	1.392390456	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
262	9801	MRPL19	1.073323339	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
263	1459	CSNK2A2	0.8895621488	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
264	9703	KIAA0100	0.3551148676	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
265	10606	PAICS	2.81205675	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
266	1017	CDK2	0.9390420946	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
267	9813	EFCAB14	-0.06756719518	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
268	7485	WRB	0.5731827177	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
269	2109	ETFB	0.003747604289	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
270	23271	CAMSAP2	0.3113526035	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
271	9915	ARNT2	-0.3484439245	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
272	9552	SPAG7	-0.1537695219	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
273	93487	MAPK1IP1L	0.3560331798	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
274	2956	MSH6	1.329771235	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
275	11065	UBE2C	1.011930978	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
276	9653	HS2ST1	0.5306666743	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
277	200081	TXLNA	0.5607619236	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
278	3337	DNAJB1	0.7030740048	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
